1001,Serra Gaúcha,Brazil
1038,Alentejano,Portugal
1034,Vinho Verde,Portugal
1031,Porto,Portugal
1002,Vale dos Vinhedos,Brazil
1027,Serra Negra,Brazil
1004,Campanha Gaúcha,Brazil
1010,Vale do São Francisco,Brazil
1023,Minas Gerais,Brazil
1000,Rio Grande do Sul,Brazil
1763,California,United States
1039,Alentejo,Portugal
1035,Lisboa,Portugal
1032,Douro,Portugal
1073,Vinho de Portugal,Portugal
1052,Duriense,Portugal
1040,Minho,Portugal
1046,Bairrada,Portugal
1048,Beiras,Portugal
1984,Jerez-Xérès-Sherry,Spain
3213,Fino Sherry,Spain
3212,Amontillado Sherry,Spain
1057,Madeirense,Portugal
1081,Mosel,Germany
1102,Pfalz,Germany
1104,Rheingau,Germany
1100,Nahe,Germany
1105,Rheinhessen,Germany
1084,Ahr,Germany
1080,Baden,Germany
1098,Mayschoss,Germany
1086,Brauneberg,Germany
1111,Württemberg,Germany
1091,Franken,Germany
1396,Pauillac,France
1421,Rhone Valley,France
1138,Beaujolais-Villages,France
1216,Châteauneuf-du-Pape,France
1433,Saint-Estèphe,France
1437,Saint-Julien,France
1153,Bourgogne,France
1188,Champagne,France
1474,Vin de France,France
1276,Côtes-du-Rhône,France
1125,Alsace,France
1446,Saint-Émilion Grand Cru,France
1455,Sauternes,France
1311,Haut-Médoc,France
1151,Bordeaux Supérieur,France
1328,Languedoc-Roussillon,France
1400,Pessac-Léognan,France
1408,Pouilly-Fumé,France
1175,Chablis,France
1448,Sancerre,France
1389,Méditerranée,France
1265,Côtes de Gascogne,France
1262,Côtes de Bordeaux,France
1136,Beaujolais,France
1233,Corton-Charlemagne Grand Cru,France
1401,Petit Chablis,France
1169,Cahors,France
1149,Bordeaux,France
1407,Pouilly-Fuissé,France
1263,Côtes de Bourg,France
2066,San Juan,Argentina
1342,Margaux,France
1193,Champagne Grand Cru 'Bouzy',France
1306,Graves,France
1368,Moulis-en-Médoc,France
1292,Fronsac,France
1404,Pomerol,France
1298,Gevrey-Chambertin,France
1250,Crémant de Bourgogne,France
1349,Meursault,France
1468,Vacqueyras,France
1467,Upper Loire,France
1228,Corbières,France
1291,Francs-Côtes de Bordeaux,France
1347,Mercurey,France
1366,Morgon,France
1334,Listrac-Médoc,France
1184,Chambolle-Musigny,France
1154,Bourgogne Aligoté,France
1266,Côtes de Provence,France
1248,Crémant d'Alsace,France
1405,Pommard,France
1967,Castilla,Spain
1252,Crémant de Loire,France
1196,Champagne Grand Cru 'Le Mesnil-sur-Oger',France
1411,Provence,France
1985,Jumilla,Spain
1190,Champagne Grand Cru 'Ambonnay',France
1449,Santenay,France
1289,Fleurie,France
1392,Nuits-Saint-Georges,France
1302,Gigondas,France
2006,Priorat,Spain
2037,Vino de España,Spain
1322,Jurançon,France
1165,Cabardès,France
1178,Chablis 1er Cru 'Montmains',France
1133,Bandol,France
1351,Meursault 1er Cru 'La pièce sous le Bois',France
1510,Barbaresco,Italy
1531,Brunello di Montalcino,Italy
1708,Valdadige,Italy
1699,Toscana,Italy
1519,Barolo,Italy
1678,Salento,Italy
2070,Tupungato,Argentina
1703,Trento,Italy
1627,Marche,Italy
1659,Prosecco,Italy
1690,Südtirol-Alto Adige,Italy
1511,Barbera d'Alba,Italy
1714,Valpolicella Classico,Italy
1718,Valtellina,Italy
1618,Langhe,Italy
1542,Chianti,Italy
1715,Valpolicella Ripasso,Italy
1602,Gavi,Italy
1598,Friuli-Venezia Giulia,Italy
1655,Piemonte,Italy
1662,Puglia,Italy
1545,Chianti Colli Senesi,Italy
1568,Conegliano-Valdobbiadene Prosecco,Italy
1582,Emilia-Romagna,Italy
1505,Amarone della Valpolicella,Italy
1574,Costa Toscana,Italy
1639,Montepulciano d'Abruzzo,Italy
3005,Vin Santo del Chianti Classico,Italy
1676,Rubicone,Italy
1641,Moscato d'Asti,Italy
1736,Delle Venezie,Italy
1674,Rosso di Montalcino,Italy
1734,Vino d'Italia,Italy
1651,Orvieto,Italy
1701,Trentino,Italy
1606,Greco di Tufo,Italy
1628,Maremma Toscana,Italy
1512,Barbera d'Asti,Italy
1584,Etna,Italy
1528,Brachetto d'Acqui,Italy
1658,Primitivo di Manduria,Italy
1579,Dolcetto d'Alba,Italy
1506,Amarone della Valpolicella Classico,Italy
3214,Grappa di Barbaresco,Italy
1543,Chianti Classico,Italy
1501,Abruzzo,Italy
1508,Asti,Italy
2033,Valdepeñas,Spain
3173,Recioto della Valpolicella Classico,Italy
1536,Carignano del Sulcis,Italy
1518,Bardolino Classico,Italy
1721,Veneto,Italy
1589,Fiano di Avellino,Italy
1567,Collio,Italy
1710,Valle d'Aosta,Italy
3721,Conegliano-Valdobbiadene Prosecco Superiore Rive,Italy
1713,Valpolicella,Italy
1966,Cariñena,Spain
2304,Kent,United Kingdom
1963,Campo de Borja,Spain
2014,Rioja,Spain
2005,Penedès,Spain
1959,Bierzo,Spain
2010,Ribera del Duero,Spain
1969,Cava,Spain
1994,Montilla-Moriles,Spain
2017,Rueda,Spain
2630,Zakarpattia (Закарпатська),Ukraine
3707,Cream Sherry,Spain
1999,Navarra,Spain
2018,Rías Baixas,Spain
2567,Crimeia (Крим),Ukraine
2568,Odessa (Одеса),Ukraine
2282,Puente Alto,Chile
2268,Colchagua Valley,Chile
2285,Santiago,Chile
2267,Central Valley (CL),Chile
2276,Maipo Valley,Chile
2283,Rapel Valley,Chile
2278,Maule Valley,Chile
2265,Cachapoal Valley,Chile
2266,Casablanca Valley,Chile
2270,Elqui Valley,Chile
2273,Limarí Valley,Chile
2272,Leyda Valley,Chile
2269,Curico Valley,Chile
2576,Maldonado,Uruguay
2570,Canelones,Uruguay
2571,Carmelo,Uruguay
2574,Juanico,Uruguay
2581,San José,Uruguay
2058,Mendoza,Argentina
2056,Lujan de Cuyo,Argentina
2047,Cafayate Valley,Argentina
2067,San Rafael,Argentina
2060,Patagonia,Argentina
2071,Uco Valley,Argentina
2602,Franschhoek,South Africa
2619,Stellenbosch,South Africa
2616,Robertson,South Africa
2627,Western Cape,South Africa
2600,Elgin,South Africa
2589,Cape Agulhas,South Africa
2613,Paarl,South Africa
2620,Swartland,South Africa
3659,Slanghoek,South Africa
2586,Breede River Valley,South Africa
2588,Calitzdorp,South Africa
2156,South Australia,Australia
2132,Margaret River,Australia
2158,South Eastern Australia,Australia
2097,Barossa Valley,Australia
2105,Clare Valley,Australia
2107,Coonawarra,Australia
2174,Yarra Valley,Australia
2122,Heathcote,Australia
2112,Frankland River,Australia
2133,McLaren Vale,Australia
2134,Mornington Peninsula,Australia
2159,South West Australia,Australia
2126,Hunter Valley,Australia
2145,Pemberton,Australia
2713,Swan Hill,Australia
2140,New South Wales,Australia
2094,Adelaide Hills,Australia
2104,Central Victoria,Australia
1848,Napa Valley,United States
1898,Sonoma Coast,United States
1823,Lodi,United States
1778,Columbia Valley,United States
1814,Knights Valley,United States
1868,Paso Robles,United States
1751,Alexander Valley,United States
1885,Santa Barbara County,United States
1934,Yountville,United States
1925,Willamette Valley,United States
1880,Rutherford,United States
1859,Oakville,United States
1855,North Coast,United States
1754,Anderson Valley,United States
1793,Eola-Amity Hills,United States
1910,Stags Leap District,United States
1826,Los Carneros,United States
1842,Monterey County,United States
1924,Washington,United States
1758,Arroyo Seco,United States
1787,Dry Creek Valley,United States
1788,Dundee Hills,United States
1879,Russian River Valley,United States
1802,Happy Canyon of Santa Barbara,United States
1768,Central Coast,United States
1777,Columbia Gorge Washington,United States
1753,Amador County,United States
1899,Sonoma County,United States
1794,Finger Lakes,United States
1927,Wisconsin,United States
1805,Horse Heaven Hills,United States
1921,Virginia,United States
1901,Sonoma Valley,United States
1846,Mount Veeder,United States
1852,New Mexico,United States
1914,Texas,United States
1782,Cucamonga Valley,United States
1912,Temecula Valley,United States
1875,Red Mountain,United States
2204,Niagara Peninsula,Canada
2208,Okanagan Valley,Canada
2209,Ontario,Canada
3086,Vinemount Ridge,Canada
3081,Beamsville Bench,Canada
2203,Niagara Lakeshore,Canada
2466,Valle de Guadalupe,Mexico
2465,Querétaro,Mexico
2463,Ensenada,Mexico
2434,Bekaa Valley,Lebanon
2485,Marlborough,New Zealand
2074,Burgenland,Austria
2077,Kamptal,Austria
2371,Santorini,Greece
2416,Galilee,Israel
2366,Peloponnesos,Greece
2355,Macedonia,Greece
2536,Taman Peninsula (Таманский полуостров),Russia
2374,Slopes of Meliton,Greece
2527,Don Valley (Долина Дона),Russia
2525,Anapa (Анапа),Russia
2089,Wachau,Austria
2332,Crete,Greece
2400,Eger,Hungary
2413,Tokaj,Hungary
2492,Waiheke Island,New Zealand
2478,Central Otago,New Zealand
2483,Hawke's Bay,New Zealand
2480,Gimblett Gravels,New Zealand
2475,Auckland,New Zealand
2082,Niederösterreich,Austria
2477,Canterbury,New Zealand
2457,Malta,Malta
2490,North Island,New Zealand
2564,Southeastern Anatolia,Turkey
2328,Chalkidiki,Greece
2090,Wagram,Austria
2080,Neusiedlersee,Austria
2083,Steiermark,Austria
2539,Goriška Brda,Slovenia
2295,Morava,Czech Republic
2330,Continental Greece,Greece
2387,Dalmatian Coast,Croatia
2344,Ilia,Greece
2352,Krania,Greece
2449,Moldova Viniculture,Moldova
2415,Villány,Hungary
2481,Gisborne,New Zealand
2517,Transylvania,Romania
2251,Valais,Switzerland
2508,Murfatlar,Romania
2238,Neuchâtel,Switzerland
2219,Bielersee,Switzerland
2486,Martinborough,New Zealand
2079,Mittelburgenland,Austria
2086,Südsteiermark,Austria
